delivery_id,order_date,ship_date,promised_date,delivered_date,client_id,carrier_id,warehouse_id,region_id,service_level,distance_km,shipping_cost_usd,is_late,delay_days
4726,2025-06-16,2025-06-17,2025-06-22,2025-06-22,301,103,203,3,Standard,311,45.76,0,0
4727,2025-11-16,2025-11-16,2025-11-17,2025-11-17,303,104,204,2,Express,24,14.06,0,0
4728,2025-01-23,2025-01-23,2025-01-28,2025-01-28,301,101,202,3,Standard,529,70.43,0,0
4729,2025-05-10,2025-05-12,2025-05-14,2025-05-14,305,101,203,4,Standard,69,13.75,0,0
4730,2025-03-01,2025-03-03,2025-03-06,2025-03-10,303,101,204,2,Express,556,75.19,1,4
4731,2025-10-01,2025-10-01,2025-10-06,2025-10-06,301,102,204,3,Standard,488,62.48,0,0
4732,2025-11-30,2025-11-30,2025-12-02,2025-12-02,307,104,204,4,Standard,53,11.24,0,0
4733,2025-02-12,2025-02-13,2025-02-16,2025-02-16,303,101,204,1,Standard,87,17.57,0,0
4734,2025-02-26,2025-02-26,2025-03-01,2025-03-01,306,101,201,5,Express,489,70.0,0,0
4735,2025-07-08,2025-07-09,2025-07-14,2025-07-14,303,104,201,4,Standard,443,61.69,0,0
4736,2025-08-10,2025-08-10,2025-08-13,2025-08-13,304,102,201,4,Standard,168,27.95,0,0
4737,2025-04-30,2025-04-30,2025-05-05,2025-05-05,303,101,203,5,Standard,611,81.09,0,0
4738,2025-08-20,2025-08-21,2025-08-24,2025-08-24,302,105,204,3,Standard,205,30.14,0,0
4739,2025-05-24,2025-05-26,2025-05-28,2025-05-28,307,105,205,1,Standard,51,11.19,0,0
4740,2025-05-27,2025-05-29,2025-06-03,2025-06-05,306,104,205,4,Standard,551,75.05,1,2
4741,2025-12-10,2025-12-11,2025-12-12,2025-12-13,307,103,204,2,Express,67,19.23,1,1
4742,2025-10-14,2025-10-15,2025-10-17,2025-10-17,305,102,203,1,Standard,44,13.03,0,0
4743,2025-03-28,2025-03-29,2025-04-01,2025-04-01,306,104,202,1,Standard,236,36.73,0,0
4744,2025-11-15,2025-11-16,2025-11-21,2025-11-21,301,101,204,3,Standard,392,54.56,0,0
4745,2025-03-19,2025-03-19,2025-03-21,2025-03-24,305,103,205,4,Express,202,34.55,1,3
4746,2025-05-05,2025-05-07,2025-05-10,2025-05-13,307,105,204,4,Standard,152,26.1,1,3
4747,2025-05-22,2025-05-23,2025-05-28,2025-05-28,303,105,201,1,Standard,279,36.59,0,0
4748,2025-08-26,2025-08-28,2025-08-31,2025-08-31,307,105,204,2,Express,553,79.85,0,0
4749,2025-03-02,2025-03-04,2025-03-09,2025-03-09,307,101,201,1,Standard,335,46.44,0,0
4750,2025-05-04,2025-05-04,2025-05-07,2025-05-07,307,102,201,5,Express,288,45.14,0,0
4751,2025-06-10,2025-06-10,2025-06-15,2025-06-15,307,101,205,4,Standard,648,83.74,0,0
4752,2025-10-17,2025-10-18,2025-10-20,2025-10-20,307,104,203,2,Standard,10,5.91,0,0
4753,2025-01-27,2025-01-28,2025-02-02,2025-02-02,306,105,202,3,Standard,486,61.41,0,0
4754,2025-10-23,2025-10-23,2025-10-26,2025-10-26,301,104,204,2,Standard,121,23.51,0,0
4755,2025-01-25,2025-01-26,2025-01-31,2025-01-31,303,101,205,1,Standard,340,49.29,0,0
4756,2025-04-18,2025-04-19,2025-04-24,2025-04-26,305,101,205,5,Standard,501,64.96,1,2
4757,2025-09-14,2025-09-15,2025-09-18,2025-09-18,303,104,202,1,Standard,234,32.18,0,0
4758,2025-10-02,2025-10-02,2025-10-04,2025-10-04,303,103,203,1,Express,124,24.01,0,0
4759,2025-02-11,2025-02-12,2025-02-17,2025-02-27,301,105,205,4,Standard,358,46.04,1,10
4760,2025-11-15,2025-11-15,2025-11-17,2025-11-17,306,105,203,1,Standard,30,8.75,0,0
4761,2025-02-22,2025-02-24,2025-02-26,2025-02-26,302,101,204,1,Standard,47,14.51,0,0
4762,2025-02-04,2025-02-04,2025-02-06,2025-02-06,303,105,205,4,Express,222,35.94,0,0
4763,2025-12-25,2025-12-25,2025-12-30,2025-12-30,305,104,205,2,Standard,602,76.83,0,0
4764,2025-11-10,2025-11-12,2025-11-15,2025-11-16,302,105,202,1,Standard,187,30.54,1,1
4765,2025-07-07,2025-07-07,2025-07-10,2025-07-10,304,104,201,2,Standard,157,23.65,0,0
4766,2025-04-16,2025-04-16,2025-04-21,2025-04-21,305,105,201,3,Standard,325,45.21,0,0
4767,2025-08-09,2025-08-10,2025-08-13,2025-08-13,304,103,202,5,Standard,217,34.85,0,0
4768,2025-04-10,2025-04-11,2025-04-14,2025-04-14,301,103,205,3,Express,291,45.16,0,0
4769,2025-03-02,2025-03-03,2025-03-06,2025-03-06,303,105,205,1,Standard,116,22.42,0,0
4770,2025-12-01,2025-12-01,2025-12-06,2025-12-06,301,104,205,5,Standard,495,67.66,0,0
4771,2025-12-11,2025-12-11,2025-12-14,2025-12-14,307,102,202,1,Standard,164,27.54,0,0
4772,2025-04-24,2025-04-24,2025-04-29,2025-04-29,306,105,202,5,Standard,588,75.88,0,0
4773,2025-11-09,2025-11-09,2025-11-11,2025-11-11,306,104,201,2,Standard,29,11.15,0,0
4774,2025-10-07,2025-10-09,2025-10-11,2025-10-11,304,104,205,4,Standard,46,13.39,0,0
4775,2025-01-22,2025-01-23,2025-01-28,2025-01-28,306,104,203,2,Standard,523,69.4,0,0
4776,2025-09-15,2025-09-17,2025-09-19,2025-09-19,301,102,204,3,Standard,64,15.74,0,0
4777,2025-03-17,2025-03-19,2025-03-22,2025-03-22,302,101,205,2,Standard,100,18.65,0,0
4778,2025-05-31,2025-06-01,2025-06-06,2025-06-07,304,101,204,4,Standard,541,72.07,1,1
4779,2025-10-16,2025-10-18,2025-10-21,2025-10-25,305,102,204,4,Standard,183,27.99,1,4
4780,2025-10-06,2025-10-08,2025-10-13,2025-10-13,305,101,201,4,Standard,413,57.68,0,0
4781,2025-09-26,2025-09-28,2025-10-01,2025-10-01,301,104,205,2,Standard,172,25.86,0,0
4782,2025-07-13,2025-07-15,2025-07-18,2025-07-25,303,101,204,5,Standard,81,16.79,1,7
4783,2025-05-27,2025-05-27,2025-05-30,2025-05-31,301,105,204,5,Express,458,63.01,1,1
4784,2025-09-29,2025-09-30,2025-10-05,2025-10-05,302,105,201,3,Standard,359,51.39,0,0
4785,2025-09-29,2025-10-01,2025-10-04,2025-10-04,304,105,201,5,Express,283,47.34,0,0
4786,2025-05-11,2025-05-13,2025-05-16,2025-05-17,304,105,204,3,Express,473,70.26,1,1
4787,2025-04-04,2025-04-06,2025-04-11,2025-04-11,301,101,205,2,Standard,437,59.66,0,0
4788,2025-06-02,2025-06-02,2025-06-07,2025-06-07,301,105,205,3,Standard,315,42.14,0,0
4789,2025-10-12,2025-10-12,2025-10-17,2025-10-17,301,104,205,2,Standard,347,48.88,0,0
4790,2025-03-06,2025-03-07,2025-03-10,2025-03-10,304,105,204,5,Standard,87,15.44,0,0
4791,2025-11-22,2025-11-22,2025-11-27,2025-11-27,301,104,202,2,Standard,295,43.31,0,0
4792,2025-12-09,2025-12-11,2025-12-16,2025-12-16,303,102,203,4,Standard,621,79.17,0,0
4793,2025-04-11,2025-04-11,2025-04-14,2025-04-14,307,104,205,1,Standard,236,35.65,0,0
4794,2025-11-12,2025-11-13,2025-11-18,2025-11-18,304,104,202,4,Standard,321,46.47,0,0
4795,2025-07-25,2025-07-26,2025-07-31,2025-08-05,303,101,203,1,Standard,306,42.16,1,5
4796,2025-11-11,2025-11-12,2025-11-15,2025-11-15,306,105,203,4,Express,356,54.51,0,0
4797,2025-12-06,2025-12-06,2025-12-11,2025-12-11,307,102,203,3,Standard,437,57.85,0,0
4798,2025-10-21,2025-10-22,2025-10-27,2025-11-03,305,104,202,1,Standard,435,58.03,1,7
4799,2025-01-13,2025-01-13,2025-01-16,2025-01-16,301,103,201,3,Standard,172,26.27,0,0
4800,2025-12-10,2025-12-12,2025-12-15,2025-12-15,305,102,202,5,Standard,212,33.45,0,0
4801,2025-09-26,2025-09-28,2025-10-03,2025-10-03,304,102,203,2,Standard,263,37.1,0,0
4802,2025-04-06,2025-04-07,2025-04-12,2025-04-12,305,104,201,4,Standard,374,50.29,0,0
4803,2025-10-11,2025-10-13,2025-10-16,2025-10-18,301,103,202,5,Standard,86,17.56,1,2
4804,2025-09-04,2025-09-05,2025-09-08,2025-09-08,302,101,204,3,Standard,84,13.97,0,0
4805,2025-05-27,2025-05-27,2025-05-29,2025-05-29,307,101,205,4,Express,82,19.55,0,0
4806,2025-02-12,2025-02-14,2025-02-19,2025-02-19,301,105,201,1,Standard,369,52.29,0,0
4807,2025-06-08,2025-06-09,2025-06-14,2025-06-14,303,102,201,3,Standard,490,67.11,0,0
4808,2025-03-08,2025-03-09,2025-03-10,2025-03-10,306,103,202,4,Express,9,14.55,0,0
4809,2025-03-08,2025-03-08,2025-03-11,2025-03-21,303,105,205,5,Express,473,68.88,1,10
4810,2025-04-12,2025-04-12,2025-04-17,2025-04-21,302,104,204,1,Standard,414,56.1,1,4
4811,2025-01-31,2025-02-02,2025-02-05,2025-02-05,306,104,201,5,Express,511,69.88,0,0
4812,2025-01-01,2025-01-01,2025-01-04,2025-01-04,306,103,201,2,Express,421,60.14,0,0
4813,2025-08-04,2025-08-05,2025-08-08,2025-08-08,307,102,203,3,Express,318,50.74,0,0
4814,2025-08-09,2025-08-10,2025-08-13,2025-08-13,306,101,203,3,Express,296,46.51,0,0
4815,2025-05-15,2025-05-16,2025-05-21,2025-05-21,301,104,201,1,Standard,387,53.65,0,0
4816,2025-10-09,2025-10-10,2025-10-15,2025-10-15,305,103,203,4,Standard,579,75.44,0,0
4817,2025-04-06,2025-04-08,2025-04-10,2025-04-10,301,101,203,3,Express,172,34.41,0,0
4818,2025-03-26,2025-03-26,2025-03-31,2025-03-31,307,101,201,2,Standard,285,41.57,0,0
4819,2025-05-07,2025-05-08,2025-05-13,2025-05-13,306,105,204,2,Standard,290,39.57,0,0
4820,2025-03-16,2025-03-18,2025-03-23,2025-03-23,305,103,204,3,Standard,515,68.96,0,0
4821,2025-12-29,2025-12-31,2026-01-05,2026-01-05,301,104,204,3,Standard,407,56.16,0,0
4822,2025-09-19,2025-09-21,2025-09-24,2025-09-24,302,101,205,3,Express,424,61.58,0,0
4823,2025-01-12,2025-01-14,2025-01-19,2025-01-19,301,105,204,5,Standard,303,45.27,0,0
4824,2025-10-24,2025-10-26,2025-10-29,2025-11-01,305,101,204,2,Standard,139,20.41,1,3
4825,2025-09-17,2025-09-19,2025-09-21,2025-09-24,303,104,201,5,Express,189,32.39,1,3
4826,2025-11-26,2025-11-28,2025-12-03,2025-12-03,303,105,205,4,Standard,375,52.6,0,0
4827,2025-04-28,2025-04-28,2025-04-30,2025-04-30,303,104,203,3,Express,155,32.56,0,0
4828,2025-05-16,2025-05-18,2025-05-20,2025-05-20,303,104,201,1,Standard,25,8.49,0,0
4829,2025-05-03,2025-05-05,2025-05-10,2025-05-10,305,105,203,3,Standard,465,62.04,0,0
4830,2025-06-16,2025-06-16,2025-06-18,2025-06-19,305,104,202,1,Express,131,24.66,1,1
4831,2025-02-06,2025-02-07,2025-02-12,2025-02-12,302,103,202,4,Standard,528,66.83,0,0
4832,2025-09-11,2025-09-11,2025-09-14,2025-09-14,305,105,202,5,Express,471,64.83,0,0
4833,2025-01-15,2025-01-15,2025-01-16,2025-01-16,304,105,203,1,Express,25,14.83,0,0
4834,2025-04-22,2025-04-23,2025-04-25,2025-04-25,302,104,202,4,Express,212,34.22,0,0
4835,2025-01-02,2025-01-04,2025-01-09,2025-01-09,307,105,205,4,Standard,507,64.08,0,0
4836,2025-11-25,2025-11-27,2025-12-02,2025-12-02,302,105,205,4,Standard,341,44.9,0,0
4837,2025-10-29,2025-10-30,2025-11-02,2025-11-02,305,102,204,4,Standard,116,21.78,0,0
4838,2025-05-18,2025-05-20,2025-05-23,2025-05-23,301,105,202,5,Express,376,55.83,0,0
4839,2025-03-20,2025-03-21,2025-03-23,2025-03-28,305,104,202,2,Standard,23,6.36,1,5
4840,2025-10-23,2025-10-24,2025-10-29,2025-10-29,303,104,203,2,Standard,561,75.31,0,0
4841,2025-07-04,2025-07-05,2025-07-06,2025-07-06,306,102,202,3,Express,77,23.1,0,0
4842,2025-04-27,2025-04-29,2025-05-04,2025-05-04,301,103,204,2,Standard,397,55.92,0,0
4843,2025-02-18,2025-02-18,2025-02-21,2025-02-21,307,104,203,4,Standard,150,21.68,0,0
4844,2025-01-23,2025-01-24,2025-01-29,2025-01-29,302,105,204,4,Standard,630,83.23,0,0
4845,2025-09-25,2025-09-25,2025-09-28,2025-09-28,306,101,201,4,Standard,133,24.61,0,0
4846,2025-11-30,2025-11-30,2025-12-02,2025-12-02,301,102,201,4,Standard,7,5.83,0,0
4847,2025-07-16,2025-07-18,2025-07-23,2025-08-02,305,102,205,2,Standard,594,79.72,1,10
4848,2025-09-12,2025-09-13,2025-09-18,2025-09-18,303,102,202,4,Standard,532,70.9,0,0
4849,2025-02-15,2025-02-15,2025-02-17,2025-02-17,301,102,203,3,Express,216,37.15,0,0
4850,2025-01-14,2025-01-16,2025-01-19,2025-01-19,304,104,205,3,Standard,104,17.34,0,0
4851,2025-12-01,2025-12-02,2025-12-07,2025-12-07,305,101,205,3,Standard,389,53.64,0,0
4852,2025-10-22,2025-10-24,2025-10-29,2025-10-29,307,102,203,4,Standard,571,73.19,0,0
4853,2025-03-14,2025-03-14,2025-03-17,2025-03-17,307,104,201,4,Express,466,69.04,0,0
4854,2025-07-31,2025-07-31,2025-08-03,2025-08-03,305,101,204,3,Standard,117,22.41,0,0
4855,2025-11-27,2025-11-27,2025-12-02,2025-12-02,301,102,201,1,Standard,449,59.6,0,0
4856,2025-10-24,2025-10-25,2025-10-28,2025-10-28,301,103,203,3,Standard,84,16.8,0,0
4857,2025-12-18,2025-12-18,2025-12-23,2025-12-23,304,101,203,1,Standard,281,38.13,0,0
4858,2025-01-01,2025-01-02,2025-01-07,2025-01-07,302,103,203,4,Standard,316,43.69,0,0
4859,2025-07-22,2025-07-23,2025-07-28,2025-07-29,303,102,202,4,Standard,493,65.04,1,1
4860,2025-06-22,2025-06-22,2025-06-25,2025-06-25,301,105,203,4,Standard,160,23.65,0,0
4861,2025-06-02,2025-06-03,2025-06-08,2025-06-08,307,102,201,4,Standard,501,66.94,0,0
4862,2025-07-12,2025-07-13,2025-07-15,2025-07-20,307,102,204,3,Standard,17,6.97,1,5
4863,2025-01-01,2025-01-03,2025-01-06,2025-01-06,304,101,204,5,Standard,212,28.81,0,0
4864,2025-07-13,2025-07-13,2025-07-15,2025-07-15,301,101,204,3,Standard,56,12.31,0,0
4865,2025-01-28,2025-01-28,2025-01-30,2025-01-30,302,104,201,4,Standard,65,12.42,0,0
4866,2025-10-21,2025-10-23,2025-10-26,2025-10-26,306,104,205,4,Standard,212,29.06,0,0
4867,2025-07-31,2025-08-01,2025-08-03,2025-08-03,304,105,205,1,Standard,54,12.78,0,0
4868,2025-02-05,2025-02-07,2025-02-10,2025-02-10,307,102,205,2,Express,528,72.67,0,0
4869,2025-09-08,2025-09-10,2025-09-15,2025-09-25,305,103,204,5,Standard,581,75.95,1,10
4870,2025-04-21,2025-04-22,2025-04-25,2025-04-25,304,105,204,3,Express,406,59.95,0,0
4871,2025-08-17,2025-08-18,2025-08-20,2025-08-23,303,102,202,5,Standard,41,11.34,1,3
4872,2025-05-12,2025-05-12,2025-05-15,2025-05-15,304,105,203,3,Standard,204,32.59,0,0
4873,2025-03-19,2025-03-20,2025-03-25,2025-03-27,306,101,203,1,Standard,539,73.48,1,2
4874,2025-10-01,2025-10-02,2025-10-04,2025-10-14,302,104,203,3,Express,126,26.96,1,10
4875,2025-06-16,2025-06-17,2025-06-20,2025-06-20,301,103,202,5,Standard,226,34.08,0,0
4876,2025-07-29,2025-07-31,2025-08-03,2025-08-03,306,104,205,2,Standard,233,31.67,0,0
4877,2025-02-02,2025-02-02,2025-02-07,2025-02-11,303,105,201,1,Standard,395,55.24,1,4
4878,2025-11-01,2025-11-02,2025-11-07,2025-11-07,301,104,203,3,Standard,273,36.12,0,0
4879,2025-10-07,2025-10-07,2025-10-10,2025-10-10,301,101,205,3,Express,636,85.85,0,0
4880,2025-10-17,2025-10-17,2025-10-22,2025-10-22,301,105,202,1,Standard,552,72.82,0,0
4881,2025-08-07,2025-08-07,2025-08-12,2025-08-12,306,104,205,1,Standard,303,41.21,0,0
4882,2025-11-24,2025-11-26,2025-12-01,2025-12-01,304,101,201,4,Standard,482,64.95,0,0
4883,2025-01-02,2025-01-04,2025-01-07,2025-01-07,304,101,205,4,Express,355,55.04,0,0
4884,2025-10-11,2025-10-13,2025-10-18,2025-10-18,302,101,203,3,Standard,496,65.43,0,0
4885,2025-12-26,2025-12-26,2025-12-27,2025-12-28,303,102,203,4,Express,39,14.06,1,1
4886,2025-09-24,2025-09-24,2025-09-29,2025-09-29,307,101,204,4,Standard,576,75.77,0,0
4887,2025-12-18,2025-12-20,2025-12-23,2025-12-23,303,103,204,5,Standard,107,19.5,0,0
4888,2025-06-27,2025-06-27,2025-06-29,2025-07-01,307,102,202,5,Express,82,21.43,1,2
4889,2025-07-26,2025-07-27,2025-07-29,2025-07-29,302,103,205,2,Express,153,29.02,0,0
4890,2025-08-31,2025-08-31,2025-09-03,2025-09-03,301,103,205,5,Standard,174,26.42,0,0
4891,2025-12-04,2025-12-04,2025-12-09,2025-12-14,306,103,203,3,Standard,289,39.22,1,5
4892,2025-11-21,2025-11-23,2025-11-28,2025-11-28,301,101,203,1,Standard,352,48.1,0,0
4893,2025-02-21,2025-02-21,2025-02-26,2025-02-28,306,101,202,3,Standard,376,54.02,1,2
4894,2025-08-29,2025-08-30,2025-09-04,2025-09-04,303,105,202,1,Standard,253,34.06,0,0
4895,2025-06-13,2025-06-13,2025-06-16,2025-06-16,302,102,203,2,Standard,153,21.94,0,0
4896,2025-09-05,2025-09-06,2025-09-08,2025-09-08,307,104,203,5,Express,174,32.19,0,0
4897,2025-04-25,2025-04-27,2025-05-02,2025-05-02,303,101,204,1,Standard,338,48.19,0,0
4898,2025-06-06,2025-06-08,2025-06-09,2025-06-09,307,102,205,5,Express,47,16.5,0,0
4899,2025-09-23,2025-09-25,2025-09-28,2025-09-28,304,103,203,2,Standard,189,29.14,0,0
4900,2025-01-12,2025-01-13,2025-01-16,2025-01-17,307,102,203,4,Express,479,69.82,1,1
4901,2025-07-08,2025-07-10,2025-07-13,2025-07-17,303,102,202,5,Standard,212,34.06,1,4
4902,2025-08-24,2025-08-25,2025-08-28,2025-08-28,303,101,201,1,Standard,143,23.98,0,0
4903,2025-04-21,2025-04-22,2025-04-25,2025-04-25,307,101,203,3,Express,459,65.94,0,0
4904,2025-12-24,2025-12-25,2025-12-28,2025-12-28,305,104,202,5,Standard,96,15.94,0,0
4905,2025-10-28,2025-10-28,2025-11-02,2025-11-02,305,101,205,4,Standard,345,45.89,0,0
4906,2025-10-26,2025-10-28,2025-10-31,2025-10-31,305,102,202,1,Standard,233,36.87,0,0
4907,2025-06-19,2025-06-20,2025-06-23,2025-06-23,304,102,204,3,Express,403,57.98,0,0
4908,2025-03-23,2025-03-25,2025-03-27,2025-03-27,306,104,202,3,Express,161,27.39,0,0
4909,2025-05-24,2025-05-26,2025-05-28,2025-05-28,307,103,203,4,Express,139,28.21,0,0
4910,2025-03-04,2025-03-06,2025-03-11,2025-03-11,302,101,204,5,Standard,390,50.07,0,0
4911,2025-10-31,2025-11-01,2025-11-04,2025-11-04,307,105,205,2,Standard,81,12.94,0,0
4912,2025-09-28,2025-09-30,2025-10-05,2025-10-05,302,102,205,5,Standard,395,51.27,0,0
4913,2025-07-13,2025-07-13,2025-07-18,2025-07-18,301,102,204,3,Standard,512,69.21,0,0
4914,2025-05-06,2025-05-08,2025-05-13,2025-05-13,304,101,203,2,Standard,346,48.43,0,0
4915,2025-04-01,2025-04-02,2025-04-05,2025-04-05,303,105,204,1,Standard,80,13.44,0,0
4916,2025-09-28,2025-09-30,2025-10-05,2025-10-05,305,105,201,5,Standard,566,76.26,0,0
4917,2025-01-16,2025-01-16,2025-01-21,2025-01-21,305,101,201,1,Standard,294,41.86,0,0
4918,2025-04-15,2025-04-17,2025-04-20,2025-04-20,306,101,202,4,Express,428,62.43,0,0
4919,2025-10-13,2025-10-14,2025-10-17,2025-10-18,306,103,203,5,Express,283,43.22,1,1
4920,2025-04-12,2025-04-12,2025-04-14,2025-04-14,302,104,204,4,Express,222,39.82,0,0
4921,2025-02-07,2025-02-08,2025-02-13,2025-02-13,306,101,205,5,Standard,316,42.32,0,0
4922,2025-01-24,2025-01-25,2025-01-28,2025-01-28,307,104,205,5,Express,342,54.79,0,0
4923,2025-05-14,2025-05-16,2025-05-18,2025-05-18,302,105,201,1,Standard,38,7.95,0,0
4924,2025-08-30,2025-08-30,2025-09-02,2025-09-02,303,102,205,4,Standard,238,32.19,0,0
4925,2025-07-02,2025-07-02,2025-07-04,2025-07-05,305,103,204,4,Standard,63,11.35,1,1
4926,2025-09-08,2025-09-09,2025-09-14,2025-09-14,305,104,201,1,Standard,255,38.81,0,0
4927,2025-09-27,2025-09-27,2025-10-02,2025-10-02,305,101,201,5,Standard,630,83.47,0,0
4928,2025-01-13,2025-01-14,2025-01-19,2025-01-24,307,101,204,3,Standard,469,60.28,1,5
4929,2025-02-22,2025-02-22,2025-02-24,2025-02-24,301,103,202,5,Standard,48,8.87,0,0
4930,2025-12-04,2025-12-06,2025-12-09,2025-12-09,307,103,201,2,Standard,178,25.3,0,0
4931,2025-02-08,2025-02-10,2025-02-15,2025-02-15,302,101,202,4,Standard,584,77.0,0,0
4932,2025-02-16,2025-02-17,2025-02-22,2025-03-01,307,103,201,5,Standard,288,39.89,1,7
4933,2025-05-01,2025-05-03,2025-05-08,2025-05-08,307,101,204,4,Standard,507,64.78,0,0
4934,2025-07-06,2025-07-07,2025-07-10,2025-07-10,301,105,201,5,Standard,214,32.82,0,0
4935,2025-04-16,2025-04-16,2025-04-21,2025-05-01,303,101,204,1,Standard,436,56.11,1,10
4936,2025-10-23,2025-10-25,2025-10-30,2025-10-30,303,101,204,4,Standard,376,52.11,0,0
4937,2025-02-21,2025-02-23,2025-02-28,2025-02-28,302,102,201,2,Standard,458,59.18,0,0
4938,2025-03-18,2025-03-20,2025-03-23,2025-03-23,303,104,203,1,Standard,211,30.35,0,0
4939,2025-08-01,2025-08-03,2025-08-08,2025-08-08,303,102,205,2,Standard,398,52.11,0,0
4940,2025-07-05,2025-07-07,2025-07-12,2025-07-13,304,102,202,3,Standard,607,77.76,1,1
4941,2025-01-15,2025-01-15,2025-01-20,2025-01-23,307,103,201,5,Standard,391,52.85,1,3
4942,2025-08-09,2025-08-09,2025-08-11,2025-08-11,305,101,203,2,Standard,10,9.99,0,0
4943,2025-05-11,2025-05-13,2025-05-18,2025-05-18,307,103,205,3,Standard,302,41.57,0,0
4944,2025-03-24,2025-03-24,2025-03-27,2025-03-28,301,105,201,1,Express,617,82.17,1,1
4945,2025-07-12,2025-07-14,2025-07-19,2025-07-24,303,105,205,1,Standard,623,77.8,1,5
4946,2025-02-27,2025-03-01,2025-03-06,2025-03-06,307,103,201,4,Standard,356,46.44,0,0
4947,2025-03-24,2025-03-25,2025-03-28,2025-03-28,304,104,203,4,Express,292,45.45,0,0
4948,2025-12-05,2025-12-07,2025-12-12,2025-12-12,302,103,202,5,Standard,446,58.59,0,0
4949,2025-11-22,2025-11-24,2025-11-26,2025-11-26,305,102,201,4,Standard,8,5.5,0,0
4950,2025-02-11,2025-02-12,2025-02-17,2025-02-20,301,104,203,2,Standard,504,65.74,1,3
4951,2025-03-15,2025-03-15,2025-03-18,2025-03-18,306,101,205,4,Express,307,46.86,0,0
4952,2025-07-06,2025-07-08,2025-07-09,2025-07-09,305,103,201,3,Express,57,15.14,0,0
4953,2025-01-10,2025-01-11,2025-01-16,2025-01-20,304,103,203,5,Standard,327,44.79,1,4
4954,2025-12-19,2025-12-21,2025-12-24,2025-12-29,302,103,202,5,Standard,100,15.23,1,5
4955,2025-03-23,2025-03-24,2025-03-29,2025-04-08,303,101,205,3,Standard,445,60.39,1,10
4956,2025-04-12,2025-04-12,2025-04-14,2025-04-14,304,104,203,1,Standard,65,15.51,0,0
4957,2025-07-05,2025-07-07,2025-07-10,2025-07-14,302,103,202,3,Standard,87,14.57,1,4
4958,2025-04-06,2025-04-07,2025-04-09,2025-04-09,302,101,205,5,Standard,75,14.95,0,0
4959,2025-02-19,2025-02-19,2025-02-24,2025-02-24,304,104,205,2,Standard,567,72.65,0,0
4960,2025-08-17,2025-08-19,2025-08-22,2025-08-22,302,102,202,5,Express,630,88.06,0,0
4961,2025-02-22,2025-02-22,2025-02-27,2025-02-28,301,102,205,5,Standard,367,49.64,1,1
4962,2025-07-15,2025-07-16,2025-07-19,2025-07-19,303,103,204,4,Express,496,69.78,0,0
4963,2025-07-02,2025-07-04,2025-07-09,2025-07-19,304,103,201,2,Standard,366,47.27,1,10
4964,2025-06-06,2025-06-08,2025-06-13,2025-06-13,302,105,205,5,Standard,484,66.38,0,0
4965,2025-03-29,2025-03-29,2025-04-03,2025-04-03,305,101,201,4,Standard,357,49.61,0,0
4966,2025-09-28,2025-09-30,2025-10-05,2025-10-05,306,103,203,2,Standard,257,34.95,0,0
4967,2025-10-05,2025-10-07,2025-10-10,2025-10-10,307,103,205,4,Standard,130,23.77,0,0
4968,2025-09-28,2025-09-28,2025-10-01,2025-10-01,301,102,205,3,Express,624,87.51,0,0
4969,2025-06-23,2025-06-25,2025-06-27,2025-06-27,302,104,204,1,Standard,20,9.8,0,0
4970,2025-01-28,2025-01-29,2025-02-03,2025-02-03,302,105,203,5,Standard,446,60.34,0,0
4971,2025-10-31,2025-11-01,2025-11-06,2025-11-06,302,105,201,1,Standard,341,44.0,0,0
4972,2025-10-24,2025-10-25,2025-10-28,2025-10-28,304,105,203,1,Express,305,50.43,0,0
4973,2025-12-28,2025-12-28,2025-12-30,2025-12-30,303,104,205,1,Express,124,28.22,0,0
4974,2025-08-11,2025-08-12,2025-08-17,2025-08-17,304,105,203,2,Standard,330,47.07,0,0
4975,2025-08-06,2025-08-08,2025-08-13,2025-08-13,305,105,204,3,Standard,581,74.98,0,0
4976,2025-03-26,2025-03-26,2025-03-28,2025-03-28,306,102,202,4,Express,238,39.49,0,0
4977,2025-11-21,2025-11-23,2025-11-28,2025-11-28,305,105,201,1,Standard,420,57.99,0,0
4978,2025-02-25,2025-02-27,2025-03-04,2025-03-04,303,102,203,1,Standard,464,61.06,0,0
4979,2025-03-18,2025-03-20,2025-03-23,2025-03-23,305,104,204,5,Express,565,76.32,0,0
4980,2025-01-18,2025-01-19,2025-01-21,2025-01-21,303,105,201,1,Standard,12,5.4,0,0
4981,2025-05-02,2025-05-04,2025-05-07,2025-05-09,304,104,203,2,Standard,225,32.77,1,2
4982,2025-02-08,2025-02-09,2025-02-14,2025-02-14,305,102,203,3,Standard,357,51.0,0,0
4983,2025-08-12,2025-08-13,2025-08-16,2025-08-16,306,102,204,5,Standard,116,21.36,0,0
4984,2025-03-29,2025-03-29,2025-04-03,2025-04-03,301,102,203,4,Standard,498,68.07,0,0
4985,2025-06-09,2025-06-10,2025-06-13,2025-06-13,301,103,203,3,Express,432,65.06,0,0
4986,2025-04-10,2025-04-11,2025-04-16,2025-04-16,301,104,205,1,Standard,611,77.38,0,0
4987,2025-11-23,2025-11-24,2025-11-27,2025-11-27,306,101,205,1,Express,540,78.13,0,0
4988,2025-04-10,2025-04-10,2025-04-15,2025-04-15,301,103,205,1,Standard,490,64.84,0,0
